model,dataset,seed,qini,qini_ci_lower,qini_ci_upper,auuc,auuc_raw,auuc_normalized,uplift_at_10,uplift_at_20,uplift_at_30,overlap_ess_ratio,overlap_pct_below_clip,overlap_pct_above_clip
s_learner,hillstrom,42,0.0545763035873218,0.0153913833232242,0.0944346389457003,0.2064971238113274,0.0147556097824556,0.2064971238113274,0.0810831933101481,0.0808224656411857,0.0827620521892967,0.9285136683625724,0.0,0.0
s_learner,hillstrom,43,0.0616690604748246,0.0220042333756219,0.1047492432884247,0.2015260051304756,0.0144003898835869,0.2015260051304756,0.0816226783968719,0.071081774844151,0.075498417944564,0.9215555633111062,0.0,0.0
s_learner,hillstrom,44,0.0623143305167388,0.0216297694864664,0.10317585622878,0.2113890758575034,0.0151051726922703,0.2113890758575034,0.0625,0.0820198581836979,0.0908690768903864,0.9293994584493668,0.0,0.0
t_learner,hillstrom,42,0.0661700518118924,0.0296120701340579,0.1082201548886619,0.2199680774195089,0.015718200113842,0.2199680774195089,0.0991880880499457,0.090946805343381,0.0889399252671277,0.9285136683625724,0.0,0.0
t_learner,hillstrom,43,0.0550946716072596,0.0107344768380203,0.0970497399737505,0.1977434096762442,0.0141300979712476,0.1977434096762442,0.1042575937386596,0.0752770935960591,0.0770406779293208,0.9215555633111062,0.0,0.0
t_learner,hillstrom,44,0.0645287443937126,0.0230954284111684,0.1051101666004397,0.215984153023645,0.0154335218931328,0.215984153023645,0.092715749177238,0.0877118127514324,0.0847025815152579,0.9293994584493668,0.0,0.0
x_learner,hillstrom,42,0.0566050289300891,0.0160657927261758,0.0961104450682787,0.2089120474044348,0.0149281723321737,0.2089120474044348,0.0728425082276194,0.0915067892055288,0.088181288033004,0.9285136683625724,0.0,0.0
x_learner,hillstrom,43,0.059327028171665,0.0149744013621921,0.0975504075619764,0.2006940729953907,0.0143409427313737,0.2006940729953907,0.0841284376569284,0.0810459016713717,0.0879851367884009,0.9215555633111062,0.0,0.0
x_learner,hillstrom,44,0.0612717494133781,0.0152595907084055,0.0987084890374746,0.2121169311668291,0.0151571828545634,0.2121169311668291,0.0872922776148582,0.0810547875064004,0.0928091397849462,0.9293994584493668,0.0,0.0
r_learner,hillstrom,42,0.0534370023149207,0.0123950105625294,0.0880831143586929,0.2097668423176373,0.0149892531838119,0.2097668423176373,0.0607120867092133,0.0712885768611964,0.0803359057606167,0.9285136683625724,0.0,0.0
r_learner,hillstrom,43,0.0593743000229862,0.0145678748511127,0.1013021495953324,0.2045019198761997,0.0146130390281526,0.2045019198761997,0.0941348973607038,0.0865053760816832,0.0843129983713814,0.9215555633111062,0.0,0.0
r_learner,hillstrom,44,0.0591843914150025,0.0178552727659052,0.0951982436524854,0.2135081482770593,0.0152565946837567,0.2135081482770593,0.0673858661663539,0.081511642082165,0.0785326847818301,0.9293994584493668,0.0,0.0
dr_learner,hillstrom,42,0.0599185703043462,0.0213205287396326,0.0993222664311339,0.2122977859788041,0.0151701061485228,0.2122977859788041,0.084577746090965,0.0944612939088373,0.0817471159684274,0.9285136683625724,0.0,0.0
dr_learner,hillstrom,43,0.0553845799049841,0.0098344232497622,0.0940707110254768,0.2023616908559977,0.0144601052551087,0.2023616908559977,0.0948299479472427,0.0791459495364898,0.0760191877725659,0.9215555633111062,0.0,0.0
dr_learner,hillstrom,44,0.0683490272203802,0.0290242065471528,0.1085854147321692,0.2201704300676243,0.0157326595729324,0.2201704300676243,0.0803328157501538,0.099621145632204,0.0961238948035158,0.9293994584493668,0.0,0.0
class_transformation,hillstrom,42,0.0230489781500936,-0.0155014205182423,0.0651305300812904,0.186174843948743,0.0133034460621699,0.186174843948743,0.0775933121394089,0.0712370907492858,0.0635916177645057,0.9285136683625724,0.0,0.0
class_transformation,hillstrom,43,0.0342928186045729,-0.0097345838662058,0.0707472883793903,0.1838964145533526,0.0131406369418551,0.1838964145533526,0.0642035723024223,0.0711026282304418,0.059487729795352,0.9215555633111062,0.0,0.0
class_transformation,hillstrom,44,0.0229528947723667,-0.0215338168560055,0.062136704319642,0.1833896798443283,0.0131044273351953,0.1833896798443283,0.0745176314038589,0.0664835567274591,0.0507152950062836,0.9293994584493668,0.0,0.0
causal_forest,hillstrom,42,0.0722947375108144,0.0343401281371115,0.1099825871674217,0.2250804675949977,0.016083514812143,0.2250804675949977,0.075222969801283,0.0842775237185175,0.0870101281745429,0.9285136683625724,0.0,0.0
causal_forest,hillstrom,43,0.0645491151544286,0.0272362809173824,0.1002129105425072,0.2077692497340495,0.0148465117444944,0.2077692497340495,0.0856283448572209,0.1016969401438498,0.0905925762128366,0.9215555633111062,0.0,0.0
causal_forest,hillstrom,44,0.0629157034517957,0.0261259370909836,0.1011696476304475,0.2119517731875916,0.0151453812049854,0.2119517731875916,0.0483781115921774,0.0903225806451612,0.0926325784674618,0.9293994584493668,0.0,0.0
